Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Chaos Legion,PS2,2003.0,Action,Capcom,0.15,0.12,0.0,0.04,0.3,0.65,34.0,0.82,58.0,Capcom,3.0
Charlie and the Chocolate Factory,GBA,2005.0,Adventure,Global Star,0.22,0.08,0.0,0.01,0.3,0.36,5.0,0.38,6.0,"High Voltage Software, Backbone Entertainment",0.0
Neopets: The Darkest Faerie,PS2,2005.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,0.61,18.0,0.85,30.0,Idol Minds,2.0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.21,0.07,0.0,0.03,0.3,0.81,11.0,0.85,51.0,CyberConnect2,3.0
Batman: Arkham VR,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06,0.3,0.75,59.0,0.73,89.0,Rocksteady Studios,4.0
24: The Game,PS2,2006.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,0.62,53.0,0.82,40.0,SCE Studio Cambridge,4.0
The King of Fighters XIII,PS3,2011.0,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,0.77,26.0,0.82,76.0,SNK Playmore,3.0
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,0.53,32.0,0.55,26.0,Ubisoft,3.0
Magna Carta 2,X360,2009.0,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,0.69,49.0,0.7,57.0,"Banpresto, SoftMax",3.0
Romance of the Three Kingdoms VIII,PS2,2002.0,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,0.77,14.0,0.89,17.0,Koei,0.0
F1 2013,X360,2013.0,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,0.79,29.0,0.6599999999999999,33.0,Codemasters,0.0
Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,THQ,0.21,0.08,0.0,0.01,0.3,0.48,14.0,0.5900000000000001,8.0,Graphic State,0.0
Final Fantasy XI: Wings of the Goddess,X360,2007.0,Role-Playing,Square Enix,0.26,0.0,0.02,0.02,0.3,0.63,4.0,0.58,5.0,Square Enix,3.0
PowerUp Heroes,X360,2011.0,Fighting,Ubisoft,0.18,0.09,0.0,0.03,0.3,0.61,13.0,0.75,10.0,Ubisoft,2.0
Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3,0.9,16.0,0.82,42.0,Ubisoft,0.0
Madden NFL 13,PSV,2012.0,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.3,0.63,6.0,0.73,38.0,EA Tiburon,0.0
Army Men: Air Attack 2,PS,2000.0,Action,3DO,0.17,0.11,0.0,0.02,0.3,0.74,8.0,0.53,4.0,3DO,3.0
NBA Live 2003,GC,2002.0,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.3,0.82,11.0,0.82,5.0,EA Canada,0.0
Stranglehold,PS3,2007.0,Shooter,Midway Games,0.24,0.02,0.0,0.03,0.3,0.77,22.0,0.79,48.0,Midway,4.0
Pride FC: Fighting Championships,PS2,2003.0,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,0.73,19.0,0.86,7.0,Anchor,4.0
Eternal Ring,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,0.62,13.0,0.53,9.0,From Software,3.0
Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,0.16,0.04,0.08,0.02,0.3,0.76,11.0,0.89,41.0,Capcom,4.0
Dynasty Warriors 6,X360,2007.0,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,0.6,42.0,0.74,22.0,Omega Force,3.0
Silent Hill: Shattered Memories,PSP,2010.0,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,0.73,28.0,0.75,43.0,"Climax Group, Climax Studios",4.0
Dance Dance Revolution Universe 3,X360,2008.0,Simulation,Konami Digital Entertainment,0.28,0.0,0.0,0.02,0.3,0.65,6.0,0.77,7.0,Konami,0.0
Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,0.3,0.55,24.0,0.61,7.0,Acclaim,3.0
Sword Art Online: Hollow Fragment,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,0.67,28.0,0.76,131.0,Bandai Namco Games,3.0
Full Spectrum Warrior,PS2,2005.0,Strategy,THQ,0.15,0.11,0.0,0.04,0.3,0.74,24.0,0.8,13.0,Pandemic Studios,4.0
The Sims 2: Pets,PS2,2006.0,Simulation,Electronic Arts,0.02,0.01,0.0,0.27,0.3,0.68,27.0,0.8,25.0,Maxis,3.0
Fist of the North Star: Ken's Rage 2,PS3,2012.0,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3,0.49,19.0,0.7,19.0,"Koei, Omega Force",4.0
MLB SlugFest Loaded,PS2,2004.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.3,0.77,30.0,0.95,4.0,Point of View,3.0
Teenage Mutant Ninja Turtles,XB,2003.0,Action,Konami Digital Entertainment,0.22,0.06,0.0,0.01,0.3,0.56,22.0,0.8400000000000001,9.0,Konami,0.0
Capcom Classics Collection Remixed,PSP,2006.0,Misc,Capcom,0.27,0.0,0.0,0.02,0.3,0.72,37.0,0.7,5.0,Digital Eclipse,3.0
1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.0,0.25,0.0,0.04,0.3,0.79,30.0,0.8300000000000001,38.0,Related Designs,2.0
Lego Star Wars: The Force Awakens,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0.0,0.02,0.3,0.76,11.0,0.7,18.0,TT Games,2.0
Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.14,0.12,0.0,0.04,0.3,0.57,62.0,0.55,53.0,Bigbig Studios,2.0
Spider-Man 3,PSP,2007.0,Platform,Activision,0.01,0.23,0.0,0.05,0.3,0.52,7.0,0.74,9.0,Treyarch,3.0
Shrek the Third,DS,2007.0,Action,Activision,0.26,0.01,0.0,0.02,0.3,0.7,16.0,0.65,4.0,Vicarious Visions,0.0
Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.19,0.0,0.09,0.01,0.29,0.85,30.0,0.9,81.0,Atlus,2.0
Sorcery,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05,0.29,0.7,52.0,0.73,57.0,The Workshop,2.0
Harry Potter and the Order of the Phoenix,X360,2007.0,Action,Electronic Arts,0.24,0.03,0.0,0.02,0.29,0.68,38.0,0.6799999999999999,20.0,EA Games,2.0
Grandia II,PS2,2002.0,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29,0.71,19.0,0.86,31.0,Game Arts,3.0
Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,Ubisoft,0.24,0.03,0.0,0.02,0.29,0.72,33.0,0.8699999999999999,30.0,Ubisoft,0.0
Spider-Man: Friend or Foe,X360,2007.0,Action,Activision,0.26,0.01,0.0,0.02,0.29,0.6,51.0,0.63,26.0,Next Level Games,2.0
Guitar Hero: Van Halen,X360,2009.0,Misc,Activision,0.16,0.1,0.0,0.03,0.29,0.57,34.0,0.58,17.0,"Neversoft Entertainment, Underground Development",3.0
Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29,0.74,14.0,0.8,8.0,WayForward,2.0
The Sims 2,PC,2004.0,Simulation,Electronic Arts,0.02,0.24,0.0,0.04,0.29,0.9,61.0,0.8800000000000001,676.0,Maxis,3.0
Need for Speed Underground,GBA,2003.0,Racing,Electronic Arts,0.21,0.08,0.0,0.01,0.29,0.77,9.0,0.82,25.0,Pocketeers,0.0
Def Jam Rapstar,X360,2010.0,Misc,Konami Digital Entertainment,0.25,0.02,0.0,0.02,0.29,0.74,36.0,0.54,9.0,"Terminal Reality, 4mm Games",3.0
Outlaw Golf,XB,2002.0,Sports,TDK Mediactive,0.22,0.06,0.0,0.01,0.29,0.72,23.0,0.6900000000000001,9.0,Simon & Schuster,3.0
MySims SkyHeroes,Wii,2010.0,Action,Electronic Arts,0.16,0.1,0.0,0.03,0.29,0.67,9.0,0.52,5.0,Electronic Arts,2.0
Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,0.73,44.0,0.8400000000000001,38.0,Io Interactive,2.0
NBA Street V3,GC,2005.0,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29,0.88,36.0,0.8400000000000001,16.0,EA Canada,0.0
WinBack: Covert Operations,PS2,2000.0,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29,0.66,11.0,0.77,20.0,Omega Force,3.0
Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,0.87,58.0,0.9,118.0,Sony Bend,4.0
Glory of Heracles,DS,2008.0,Role-Playing,Nintendo,0.19,0.0,0.08,0.01,0.29,0.69,23.0,0.73,18.0,Paon Corporation,2.0
Up,X360,2009.0,Action,THQ,0.2,0.07,0.0,0.03,0.29,0.61,18.0,0.6799999999999999,6.0,Heavy Iron Studios,2.0
Modnation Racers: Road Trip,PSV,2012.0,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,0.62,51.0,0.64,69.0,SCEA,0.0
NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,0.64,35.0,0.5599999999999999,16.0,EA Canada,0.0
ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,0.6,9.0,0.76,5.0,Namco Bandai Games,0.0
Need for Speed: Most Wanted,PC,2005.0,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,0.82,19.0,0.85,525.0,Black Box,3.0
Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,0.58,42.0,0.6,30.0,Double Helix Games,3.0
Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,Capcom,0.17,0.08,0.0,0.04,0.29,0.8,48.0,0.77,93.0,Capcom,3.0
Little King's Story,Wii,2009.0,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,0.87,50.0,0.8800000000000001,86.0,Cing,3.0
Dynasty Warriors: Strikeforce,PS3,2009.0,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,0.64,27.0,0.73,15.0,Omega Force,3.0
NieR,X360,2010.0,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,0.67,60.0,0.8300000000000001,126.0,Cavia Inc.,4.0
Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.29,0.6,17.0,0.54,7.0,Altron,0.0
Area 51,XB,2005.0,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29,0.72,43.0,0.8099999999999999,16.0,Midway Studios - Austin,4.0
Deadpool,PS4,2015.0,Action,Activision,0.14,0.11,0.0,0.05,0.29,0.6,11.0,0.5700000000000001,68.0,High Moon Studios,4.0
UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29,0.72,7.0,0.6599999999999999,8.0,Konami,0.0
Wanted: Weapons of Fate,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,0.61,56.0,0.71,25.0,GRIN,4.0
Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,0.68,23.0,0.85,63.0,"Valuewave Co.,Ltd.",0.0
The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29,0.82,67.0,0.82,73.0,Starbreeze,4.0
Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,0.58,5.0,0.73,8.0,Eutechnyx,0.0
FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.1,0.0,0.06,0.29,0.74,28.0,0.82,21.0,Bugbear,3.0
Duel Masters: Sempai Legends,GBA,2003.0,Misc,Atari,0.21,0.08,0.0,0.01,0.29,0.69,19.0,0.8,5.0,Mistic Software,0.0
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29,0.69,14.0,0.8800000000000001,17.0,Marvelous Entertainment,0.0
Heroes of the Pacific,PS2,2005.0,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,0.76,31.0,0.8400000000000001,15.0,IR Gurus,3.0
Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,0.29,0.7,30.0,0.77,21.0,Ubisoft Montreal,3.0
The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,0.74,25.0,0.78,19.0,EA Games,3.0
Trace Memory,DS,2005.0,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,0.7,51.0,0.8099999999999999,42.0,Cing,3.0
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.0,0.02,0.29,0.84,30.0,0.82,43.0,Vicarious Visions,3.0
Borderlands: The Pre-Sequel,PC,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,0.75,55.0,0.62,703.0,2K Australia,4.0
Madden NFL 08,XB,2007.0,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,0.76,6.0,0.6,4.0,EA Tiburon,0.0
Trauma Center: New Blood,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,0.77,43.0,0.8,20.0,Atlus,3.0
Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,0.77,71.0,0.78,188.0,LightBox Interactive,3.0
Pirates of the Caribbean,XB,2003.0,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,0.65,30.0,0.74,27.0,Akella,3.0
FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,0.68,4.0,0.37,16.0,Electronic Arts,0.0
Ace Combat: Joint Assault,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,0.71,30.0,0.72,12.0,Project Aces,3.0
The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,0.68,5.0,0.85,6.0,Blue Castle Games,2.0
Turning Point: Fall of Liberty,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,0.43,44.0,0.6799999999999999,87.0,Spark Unlimited,3.0
Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,0.29,0.47,21.0,0.63,160.0,Sanzaru Games,0.0
Shrek Super Party,PS2,2002.0,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,0.3,4.0,0.51,17.0,Mass Media,0.0
MLB Power Pros,Wii,2007.0,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,0.83,12.0,0.8400000000000001,45.0,Konami,0.0
"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,0.81,15.0,0.73,26.0,RED Entertainment,3.0
Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,0.79,14.0,0.8099999999999999,31.0,Koei,3.0
Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,0.45,42.0,0.55,74.0,Techland,4.0
Angry Birds Star Wars,PS3,2013.0,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,0.49,6.0,0.36,23.0,Exient Entertainment,0.0
Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,0.76,13.0,0.54,348.0,Kojima Productions,4.0
SimCity 4,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.03,0.29,0.84,36.0,0.8699999999999999,268.0,Maxis,0.0
Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29,0.71,17.0,0.62,5.0,Vicious Cycle,2.0
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,0.8,43.0,0.8099999999999999,173.0,Nippon Ichi Software,3.0
Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,Capcom,0.06,0.01,0.2,0.01,0.29,0.65,18.0,0.8800000000000001,13.0,Capcom,3.0
Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29,0.76,21.0,0.86,38.0,Ubisoft,0.0
Warriors Orochi 2,PSP,2008.0,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,0.56,14.0,0.75,4.0,Omega Force,3.0
Feel the Magic XY/XX,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29,0.75,55.0,0.8099999999999999,18.0,Sonic Team,3.0
Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,Midway Games,0.14,0.11,0.0,0.04,0.29,0.84,46.0,0.89,27.0,Midway,4.0
Dead Rising: Chop Till You Drop,Wii,2009.0,Action,Capcom,0.15,0.07,0.05,0.02,0.29,0.61,30.0,0.65,35.0,TOSE,4.0
Spyro: A Hero's Tail,GC,2004.0,Platform,Vivendi Games,0.22,0.06,0.0,0.01,0.29,0.62,13.0,0.8300000000000001,10.0,Eurocom Entertainment Software,0.0
NASCAR 08,X360,2007.0,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,0.59,29.0,0.52,30.0,EA Tiburon,0.0
World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.0,0.23,0.0,0.05,0.29,0.8,38.0,0.37,1466.0,Wargaming.net,3.0
Links 2004,XB,2003.0,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,0.8,41.0,0.9,9.0,Indie Built,0.0
Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,0.72,49.0,0.79,35.0,Game Republic,3.0
Assassin's Creed IV: Black Flag,WiiU,2013.0,Action,Ubisoft,0.17,0.09,0.0,0.03,0.29,0.86,5.0,0.77,207.0,Ubisoft,4.0
Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,0.72,10.0,0.5700000000000001,6.0,Game Titan,0.0
Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,0.76,29.0,0.8099999999999999,24.0,Namco,2.0
Monster 4x4: Masters of Metal,PS2,2003.0,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,0.48,9.0,0.8300000000000001,13.0,Ubisoft,0.0
Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,0.2,0.08,0.0,0.01,0.28,0.69,12.0,0.82,26.0,Webfoot Technologies,2.0
FIFA 15,PC,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.02,0.28,0.82,9.0,0.42000000000000004,383.0,EA Sports,0.0
The Warriors,XB,2005.0,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,0.85,55.0,0.82,21.0,Rockstar Toronto,4.0
Shadow Hearts,PS2,2001.0,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,0.73,24.0,0.8800000000000001,55.0,Sacnoth,4.0
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006.0,Fighting,Atari,0.24,0.03,0.0,0.02,0.28,0.72,37.0,0.85,40.0,Spike,3.0
Street Hoops,XB,2002.0,Sports,Activision,0.21,0.06,0.0,0.01,0.28,0.58,22.0,0.8,4.0,Black Ops Entertainment,3.0
R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,0.66,35.0,0.62,5.0,Namco,3.0
The Golden Compass,PS3,2007.0,Action,Sega,0.14,0.1,0.0,0.05,0.28,0.4,17.0,0.48,16.0,Shiny Entertainment,2.0
ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,0.22,0.06,0.0,0.01,0.28,0.7,18.0,0.9,4.0,Climax Group,0.0
Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,0.08,0.0,0.19,0.02,0.28,0.73,10.0,0.8400000000000001,108.0,Sega,3.0
Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28,0.58,34.0,0.75,20.0,"EA Canada, Nihilistic",3.0
Final Fantasy VI Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,0.92,25.0,0.8400000000000001,190.0,TOSE,2.0
LEGO The Lord of the Rings,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.06,0.28,0.54,8.0,0.5599999999999999,35.0,TT Games,2.0
Viewtiful Joe,PS2,2004.0,Action,Capcom,0.14,0.11,0.0,0.04,0.28,0.9,34.0,0.85,35.0,Clover Studio,3.0
DeathSmiles,X360,2009.0,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,0.76,29.0,0.8400000000000001,47.0,Cave,3.0
Fable: The Journey,X360,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,0.61,70.0,0.48,80.0,Lionhead Studios,3.0
Bladestorm: The Hundred Years' War,PS3,2007.0,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,0.58,23.0,0.79,28.0,Omega Force,3.0
SAW,X360,2009.0,Action,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.28,0.59,39.0,0.74,50.0,Zombie Studios,4.0
Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,0.71,60.0,0.7,72.0,From Software,3.0
Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.28,0.56,14.0,0.76,21.0,Warthog,0.0
Kung Fu Chaos,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,0.68,41.0,0.85,27.0,Just Add Monsters,3.0
Shrek the Third,Wii,2007.0,Action,Activision,0.25,0.01,0.0,0.02,0.28,0.57,28.0,0.67,7.0,Amaze Entertainment,2.0
Jackass the Game,PS2,2007.0,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,0.58,24.0,0.6599999999999999,14.0,Sidhe Interactive,4.0
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,0.25,0.0,0.0,0.02,0.28,0.52,34.0,0.8,17.0,Griptonite Games,3.0
Operation Flashpoint: Red River,X360,2011.0,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,0.69,64.0,0.61,29.0,Codemasters,4.0
Transformers: Dark of the Moon,X360,2011.0,Action,Activision,0.13,0.12,0.0,0.03,0.28,0.59,53.0,0.67,30.0,High Moon Studios,3.0
Surf's Up,DS,2007.0,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28,0.56,5.0,0.7,4.0,Ubisoft Quebec,0.0
Assassin's Creed II: Discovery,DS,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,0.69,20.0,0.73,22.0,Griptonite Games,3.0
Syphon Filter: Dark Mirror,PS2,2007.0,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,0.7,24.0,0.78,12.0,Sony Bend,3.0
Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,0.04,0.28,0.64,30.0,0.78,10.0,Paradigm Entertainment,3.0
MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28,0.82,12.0,0.72,10.0,SCEA San Diego Studios,0.0
Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,0.69,41.0,0.6900000000000001,74.0,Reflections Interactive,4.0
Mega Man ZX,DS,2006.0,Platform,Capcom,0.16,0.0,0.1,0.02,0.28,0.76,37.0,0.8300000000000001,32.0,Inti Creates,0.0
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,0.46,23.0,0.47000000000000003,10.0,Paradox Development,4.0
Guitar Hero: Van Halen,Wii,2009.0,Misc,Activision,0.13,0.12,0.0,0.03,0.28,0.5,12.0,0.52,6.0,Neversoft Entertainment,3.0
Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,0.84,10.0,0.86,18.0,Team Ninja,3.0
Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,0.6,44.0,0.5900000000000001,27.0,Volatile Games,4.0
Wild ARMs 5,PS2,2006.0,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,0.71,26.0,0.75,22.0,Media Vision,3.0
NFL Blitz 20-02,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,0.76,22.0,0.89,15.0,Midway,0.0
El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,0.78,46.0,0.75,40.0,Ignition Entertainment,3.0
Tony Hawk: Shred,PS3,2010.0,Sports,Activision,0.18,0.06,0.0,0.04,0.28,0.56,5.0,0.67,6.0,Robomodo,0.0
NCAA March Madness 2005,XB,2004.0,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,0.8,18.0,0.78,4.0,EA Canada,0.0
Kenka Bancho: Badass Rumble,PSP,2008.0,Action,Spike,0.06,0.0,0.2,0.01,0.28,0.7,21.0,0.75,6.0,Bullets,3.0
Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,0.84,23.0,0.8300000000000001,39.0,KCET,4.0
NES Remix,WiiU,2014.0,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,0.71,34.0,0.71,133.0,Indies Zero,0.0
Bass Strike,PS2,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,0.28,0.57,11.0,0.58,4.0,THQ,0.0
NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,0.82,19.0,0.8400000000000001,11.0,Midway,0.0
Bionic Commando,X360,2009.0,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,0.7,65.0,0.73,87.0,GRIN,4.0
Monopoly Streets,X360,2010.0,Misc,Electronic Arts,0.16,0.09,0.0,0.02,0.28,0.66,18.0,0.6599999999999999,16.0,Electronic Arts,0.0
Pac-Man Fever,GC,2001.0,Misc,Unknown,0.21,0.06,0.0,0.01,0.28,0.54,10.0,0.63,6.0,Mass Media,0.0
Trivial Pursuit,PS3,2009.0,Misc,Electronic Arts,0.12,0.11,0.0,0.05,0.28,0.66,13.0,0.71,7.0,EA Bright Light,0.0
Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,0.61,41.0,0.65,17.0,Zindagi Games,2.0
Mister Mosquito,PS2,2001.0,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,0.65,23.0,0.49000000000000005,11.0,Zoom,3.0
