Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01
Taito Legends,PS2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01
Mechanic Master,DS,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01
Tom Clancy's EndWar,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0
Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01
Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.1,0.0,0.0,0.01
BoomBots,PS,1999.0,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01
Star Trek: Conquest,PS2,2010.0,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01
Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01
World Championship Rugby,PS2,2004.0,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01
The Price is Right: Decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01
Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0
Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01
The Walking Dead: Survival Instinct,WiiU,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01
Shin Sangoku Musou: Multi Raid 2,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01
Puyo Puyo Tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0
Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.01
Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0
Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,Ubisoft,0.0,0.09,0.0,0.02
The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01
Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01
Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01
International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0
Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0
Girl Time,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01
Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01
MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02
Mystery P.I. - Portrait of a Thief,DS,2008.0,Adventure,Unknown,0.1,0.0,0.0,0.01
18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0
Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01
The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0
Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02
Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01
Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0
The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01
Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01
Garfield's Fun Fest,DS,2008.0,Platform,Zoo Digital Publishing,0.07,0.03,0.0,0.01
Queen's Blade: Spiral Chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0
Desktop Tower Defense,DS,2009.0,Strategy,THQ,0.1,0.0,0.0,0.01
Jikkyou Powerful Pro Yakyuu '95,PS,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01
Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0
Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01
Sega Touring Car Championship,SAT,1996.0,Racing,Sega,0.0,0.0,0.11,0.0
Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01
Zangeki no Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0
Zubo,DS,2008.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0
My SAT Coach with The Princeton Review,DS,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01
NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0
The Hardy Boys: Treasure on the Tracks,DS,2009.0,Adventure,Sega,0.1,0.0,0.0,0.01
Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0
Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01
Transformer: Rise of the Dark Spark,PS3,2014.0,Action,Activision,0.04,0.04,0.01,0.02
Cory in the House,DS,2007.0,Action,Disney Interactive Studios,0.1,0.0,0.0,0.01
Pro Yaky? Spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0
BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0
MotoGP 14 ,PS3,2014.0,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.02
Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01
ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01
Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01
Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0
TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01
J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0
Happy Feet Two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01
Transformer: Rise of the Dark Spark,XOne,2014.0,Action,Activision,0.07,0.03,0.0,0.01
Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01
Pac-Man Pinball Advance,GBA,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0
Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0
Home Run King,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0
To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0
WWE All Stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01
MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01
Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01
AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0
Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01
The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,THQ,0.08,0.02,0.0,0.0
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0
Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0
Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01
de Blob 2,DS,2011.0,Platform,THQ,0.08,0.02,0.0,0.01
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01
Fabulous Finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01
Let's Play Garden,DS,2010.0,Simulation,Deep Silver,0.1,0.0,0.0,0.01
EA Replay,PSP,2006.0,Action,Electronic Arts,0.1,0.0,0.0,0.01
Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0
Jake Hunter Detective Story: Memories of the Past,DS,2007.0,Adventure,PQube,0.06,0.0,0.05,0.0
Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.1,0.01,0.0,0.01
LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02
Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01
FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01
The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01
Army Men: RTS,PS2,2002.0,Strategy,3DO,0.05,0.04,0.0,0.01
Mobile Suit Gundam: MS Sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.1,0.0,0.0,0.01
The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01
Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02
NCIS 3D,3DS,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0
Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01
Family Game Night 4: The Game Show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01
Mortal Kombat: Deception,GC,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0
ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0
Monster Lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01
Yard Sale Hidden Treasures: Sunnyville,DS,2010.0,Puzzle,Konami Digital Entertainment,0.1,0.0,0.0,0.01
John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.0,0.01
XXX,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0
Maximum Force,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01
Get Up and Dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.0,0.01
Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01
Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01
Guitar Rock Tour,DS,2007.0,Misc,Gameloft,0.1,0.0,0.0,0.01
Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02
Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01
Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01
Surf's Up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03
Brave Story: New Traveler (US sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0
Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01
Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0
Tales of Phantasia (PS1 & PSP Versions),PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0
Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003.0,Action,THQ,0.09,0.02,0.0,0.0
Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01
Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0
Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0
Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01
Mobile Light Force 2,PS2,2002.0,Shooter,Taito,0.05,0.04,0.0,0.01
Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01
Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0
Paws & Claws Pet Vet: Australian Adventures,DS,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01
Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0
Go! Sudoku (JP sales),PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0
Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0
The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01
Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.03,0.07,0.01
Top Gear Rally 2,N64,1999.0,Racing,Kemco,0.09,0.02,0.0,0.0
Chopper Attack,N64,1997.0,Action,GT Interactive,0.09,0.02,0.0,0.0
Vigilante 8: 2nd Offense,N64,2000.0,Racing,Activision,0.09,0.02,0.0,0.0
Fighting Force 64,N64,1999.0,Action,Crave Entertainment,0.09,0.02,0.0,0.0
Lunacy,SAT,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0
Snowboard Kids 2,N64,1999.0,Sports,Atlus,0.09,0.02,0.0,0.0
Batman & Robin,PS,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01
Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0
Nuclear Strike 64,N64,1999.0,Simulation,THQ,0.09,0.02,0.0,0.0
Chameleon Twist,N64,1997.0,Platform,Sunsoft,0.09,0.02,0.0,0.0
DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01
Grease,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01
The King of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.1,0.0,0.0,0.01
The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01
Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02
Street Fighter Collection,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0
Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01
Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0
Winter Stars,Wii,2011.0,Sports,Deep Silver,0.05,0.05,0.0,0.01
Hasbro Family Game Night Fun Pack,Wii,2011.0,Misc,Electronic Arts,0.1,0.0,0.0,0.01
Planet 51,PS3,2009.0,Action,Sega,0.07,0.03,0.0,0.01
GunGriffon Blaze,PS2,2000.0,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01
Frontier Gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0
Army Men: Soldiers of Misfortune,DS,2008.0,Shooter,Zoo Games,0.1,0.0,0.0,0.01
Top Angler: Real Bass Fishing,PS2,2002.0,Sports,Xicat Interactive,0.05,0.04,0.0,0.01
Eragon,PSP,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01
Breakout,PS,1999.0,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01
AKB48+Me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0
Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01
Sakura Taisen Hanagumi Tsuushin,SAT,1997.0,Misc,Sega,0.0,0.0,0.11,0.0
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0
Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01
Yomawari,PSV,2015.0,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01
Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01
Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01
Spyborgs,Wii,2009.0,Action,Capcom,0.09,0.01,0.0,0.01
ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,0.1,0.0,0.0,0.01
Outlaw Golf: Nine Holes of Christmas,XB,2002.0,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0
Invizimals: The Lost Tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.03
NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01
X-Men: Next Dimension,XB,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0
Tyco RC: Assault with a Battery,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.01
Felony 11-79,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01
Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02
Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01
Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01
Classic Road,SNES,1993.0,Sports,Victor Interactive,0.0,0.0,0.11,0.0
Panzer Dragoon Saga,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01
Nicktoons: Unite!,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01
Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01
Wasteland 2,PS4,2015.0,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02
Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01
Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01
The Scorpion King: Rise of the Akkadian,GC,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0
Shining Ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0
Transformers: Beast Wars Transmetals,PS,2000.0,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01
GiFTPiA,GC,2012.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0
My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0
Backyard NFL Football '10,X360,2009.0,Sports,Atari,0.1,0.0,0.0,0.01
Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01
Charlie and the Chocolate Factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0
Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01
Winter Heat,SAT,1996.0,Sports,Sega,0.0,0.0,0.11,0.0
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0
Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01
Defender,GC,2002.0,Misc,Midway Games,0.08,0.02,0.0,0.0
Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005.0,Misc,Atari,0.1,0.0,0.0,0.01
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01
The Polar Express,GC,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0
BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0
ATV: Quad Frenzy,DS,2005.0,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01
Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01
Animal Planet: Vet Life,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01
Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01
Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0
Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.0,0.0,0.01
Lady Sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0
Rock Band: Metal Track Pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.0,0.01
Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.0,0.01
Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.09,0.01,0.0,0.01
PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,0.0,0.09,0.0,0.01
Hollywood Squares,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01
Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,0.08,0.02,0.0,0.0
Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0
Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02
Final Fantasy I & II,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,0.0
Starsky & Hutch,GC,2003.0,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0
Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01
Langrisser IV,SAT,1997.0,Strategy,NCS,0.0,0.0,0.11,0.0
ATV Quad Kings,DS,2010.0,Racing,Storm City Games,0.1,0.0,0.0,0.01
FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,Codemasters,0.06,0.04,0.0,0.01
Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.09,0.01,0.0,0.01
Arcade Party Pak,PS,1999.0,Misc,Midway Games,0.06,0.04,0.0,0.01
Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,0.05,0.05,0.0,0.01
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.0,0.01
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,Square Enix,0.0,0.0,0.11,0.0
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01
Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,0.06,0.04,0.0,0.01
The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,0.0,0.0,0.11,0.0
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.02,0.0,0.01
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,THQ,0.07,0.03,0.0,0.01
Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01
The BIGS,PSP,2007.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01
[Prototype 2],PC,2012.0,Action,Activision,0.07,0.03,0.0,0.01
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01
Happy Feet Two,PS3,1995.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01
Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01
Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01
